Date,Open,High,Low,Close,Adj Close,Volume
2019-02-27,31.700001,31.700001,31.240000,31.450001,30.978344,249700
2019-02-28,31.730000,31.790001,30.840000,31.110001,30.643444,287200
2019-03-01,31.500000,31.530001,30.700001,30.750000,30.303452,309100
2019-03-06,null,null,null,null,null,null
2019-03-07,30.469999,31.290001,30.400000,31.170000,30.717352,359400
2019-03-08,31.170000,31.580000,30.799999,31.580000,31.121395,318100
2019-03-11,31.600000,32.200001,31.580000,32.099998,31.633842,517200
2019-03-12,32.160000,32.189999,31.850000,32.160000,31.692972,408800
2019-03-13,32.189999,32.610001,31.799999,32.500000,32.028042,537100
2019-03-14,32.599998,32.599998,31.799999,31.799999,31.338202,364200
2019-03-15,32.009998,32.349998,31.370001,31.370001,30.914448,780100
2019-03-18,31.799999,32.150002,31.730000,32.040001,31.574718,487900
2019-03-19,31.830000,32.150002,31.700001,31.700001,31.239656,386800
2019-03-20,31.990000,31.990000,31.059999,31.240000,30.786337,272700
2019-03-21,31.299999,31.299999,30.070000,30.590000,30.145771,583000
2019-03-22,30.299999,30.299999,29.459999,29.850000,29.416525,719100
2019-03-25,29.900000,30.430000,29.500000,29.650000,29.219425,452300
2019-03-26,29.690001,30.120001,29.389999,29.580000,29.150442,678200
2019-03-27,29.490000,29.490000,28.650000,28.799999,28.381767,485400
2019-03-28,28.799999,29.820000,28.620001,29.610001,29.180006,265800
2019-03-29,29.959999,30.049999,29.570000,29.850000,29.416525,243000
2019-04-01,30.070000,30.200001,29.450001,29.650000,29.234116,313200
2019-04-02,29.730000,29.790001,29.260000,29.400000,28.987621,194900
2019-04-03,29.410000,29.709999,28.840000,29.010000,28.603094,225300
2019-04-04,29.020000,29.549999,29.020000,29.400000,28.987621,110500
